Order ID,Order_Date,City,Month,Hour,DayOfWeek,DayType,Total_Items,Unique_Products,Order_Value,Order_Segment,Categories,Is_Multi_Product
279056,2019-11-12 17:36:00,San Francisco,11,17,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
279057,2019-11-22 18:06:00,Los Angeles,11,18,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279058,2019-11-04 07:46:00,Seattle,11,7,Monday,Weekday,1,1,150.0,High,Audio,0
279059,2019-11-27 08:33:00,Portland,11,8,Wednesday,Weekday,1,1,149.99,Medium,Electronics,0
279060,2019-11-15 12:23:00,Boston,11,12,Friday,Weekday,1,1,379.99,High,Electronics,0
279061,2019-11-28 11:43:00,Los Angeles,11,11,Thursday,Weekday,1,1,11.95,Low,Accessories,0
279062,2019-11-15 20:12:00,San Francisco,11,20,Friday,Weekday,1,1,1700.0,High,Electronics,0
279063,2019-11-07 10:05:00,New York City,11,10,Thursday,Weekday,1,1,389.99,High,Electronics,0
279064,2019-11-24 18:28:00,San Francisco,11,18,Sunday,Weekend,1,1,700.0,High,Electronics,0
279065,2019-11-14 11:12:00,Atlanta,11,11,Thursday,Weekday,1,1,700.0,High,Electronics,0
279066,2019-11-30 23:19:00,New York City,11,23,Saturday,Weekend,1,1,300.0,High,Electronics,0
279067,2019-11-25 11:50:00,Boston,11,11,Monday,Weekday,1,1,3.84,Low,Accessories,0
279068,2019-11-01 16:07:00,Austin,11,16,Friday,Weekday,6,2,314.95,High,"Accessories, Electronics",1
279069,2019-11-14 16:30:00,San Francisco,11,16,Thursday,Weekday,2,1,23.9,Medium,Accessories,1
279070,2019-11-21 16:01:00,Los Angeles,11,16,Thursday,Weekday,1,1,700.0,High,Electronics,0
279071,2019-11-21 18:00:00,New York City,11,18,Thursday,Weekday,3,1,8.97,Low,Accessories,0
279072,2019-11-04 07:28:00,Austin,11,7,Monday,Weekday,2,1,7.68,Low,Accessories,0
279073,2019-11-16 19:17:00,Boston,11,19,Saturday,Weekend,1,1,3.84,Low,Accessories,0
279074,2019-11-15 12:43:00,Los Angeles,11,12,Friday,Weekday,1,1,379.99,High,Electronics,0
279075,2019-11-11 15:58:00,Portland,11,15,Monday,Weekday,1,1,11.99,Low,Audio,0
279076,2019-11-25 11:57:00,San Francisco,11,11,Monday,Weekday,1,1,11.99,Low,Audio,0
279077,2019-11-28 19:56:00,San Francisco,11,19,Thursday,Weekday,1,1,2.99,Low,Accessories,0
279078,2019-11-09 16:09:00,New York City,11,16,Saturday,Weekend,1,1,149.99,Medium,Electronics,0
279079,2019-11-03 22:31:00,San Francisco,11,22,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279080,2019-11-27 18:20:00,New York City,11,18,Wednesday,Weekday,1,1,150.0,High,Audio,0
279081,2019-11-25 01:20:00,Atlanta,11,1,Monday,Weekday,1,1,11.99,Low,Audio,0
279082,2019-11-20 19:58:00,Los Angeles,11,19,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
279083,2019-11-30 07:23:00,Portland,11,7,Saturday,Weekend,1,1,11.95,Low,Accessories,0
279084,2019-11-30 16:31:00,Dallas,11,16,Saturday,Weekend,1,1,400.0,High,Electronics,0
279085,2019-11-01 22:01:00,New York City,11,22,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279086,2019-11-12 06:32:00,San Francisco,11,6,Tuesday,Weekday,1,1,11.99,Low,Audio,0
279087,2019-11-18 15:44:00,San Francisco,11,15,Monday,Weekday,1,1,379.99,High,Electronics,0
279088,2019-11-17 05:25:00,New York City,11,5,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279089,2019-11-04 16:26:00,Portland,11,16,Monday,Weekday,1,1,99.99,Medium,Audio,0
279090,2019-11-02 11:07:00,Seattle,11,11,Saturday,Weekend,1,1,400.0,High,Electronics,0
279091,2019-11-23 15:29:00,Portland,11,15,Saturday,Weekend,1,1,149.99,Medium,Electronics,0
279092,2019-11-01 15:33:00,Atlanta,11,15,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279093,2019-11-24 22:59:00,Portland,11,22,Sunday,Weekend,2,1,23.9,Medium,Accessories,0
279094,2019-11-01 17:55:00,New York City,11,17,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279095,2019-12-01 01:13:00,San Francisco,12,1,Sunday,Weekend,2,1,7.68,Low,Accessories,0
279096,2019-11-02 10:13:00,Dallas,11,10,Saturday,Weekend,1,1,2.99,Low,Accessories,0
279097,2019-11-01 19:42:00,Los Angeles,11,19,Friday,Weekday,1,1,389.99,High,Electronics,0
279098,2019-11-08 17:57:00,Seattle,11,17,Friday,Weekday,1,1,11.99,Low,Audio,0
279099,2019-11-28 12:16:00,New York City,11,12,Thursday,Weekday,1,1,379.99,High,Electronics,0
279100,2019-11-25 17:40:00,Portland,11,17,Monday,Weekday,1,1,14.95,Medium,Accessories,0
279101,2019-11-26 17:24:00,San Francisco,11,17,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279102,2019-11-18 22:30:00,Atlanta,11,22,Monday,Weekday,1,1,11.95,Low,Accessories,0
279103,2019-11-02 15:07:00,Atlanta,11,15,Saturday,Weekend,1,1,11.99,Low,Audio,0
279104,2019-11-17 09:46:00,San Francisco,11,9,Sunday,Weekend,1,1,150.0,High,Audio,0
279105,2019-11-19 12:23:00,Dallas,11,12,Tuesday,Weekday,1,1,379.99,High,Electronics,0
279106,2019-11-07 14:07:00,Los Angeles,11,14,Thursday,Weekday,1,1,400.0,High,Electronics,0
279107,2019-11-26 10:43:00,Los Angeles,11,10,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
279108,2019-11-27 10:54:00,Seattle,11,10,Wednesday,Weekday,1,1,1700.0,High,Electronics,0
279109,2019-11-01 12:03:00,San Francisco,11,12,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279110,2019-11-13 23:00:00,Dallas,11,23,Wednesday,Weekday,1,1,150.0,High,Audio,0
279111,2019-11-04 16:38:00,New York City,11,16,Monday,Weekday,1,1,149.99,Medium,Electronics,0
279112,2019-11-16 20:47:00,Los Angeles,11,20,Saturday,Weekend,1,1,11.99,Low,Audio,0
279113,2019-11-05 09:36:00,San Francisco,11,9,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279114,2019-11-29 18:47:00,Portland,11,18,Friday,Weekday,1,1,150.0,High,Audio,0
279115,2019-11-03 18:36:00,San Francisco,11,18,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
279116,2019-11-01 09:02:00,San Francisco,11,9,Friday,Weekday,1,1,2.99,Low,Accessories,0
279117,2019-11-03 12:21:00,Dallas,11,12,Sunday,Weekend,1,1,999.99,High,Electronics,0
279118,2019-11-04 13:32:00,New York City,11,13,Monday,Weekday,1,1,379.99,High,Electronics,0
279119,2019-11-05 11:45:00,San Francisco,11,11,Tuesday,Weekday,1,1,150.0,High,Audio,0
279120,2019-11-03 17:35:00,Boston,11,17,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
279121,2019-11-25 12:07:00,San Francisco,11,12,Monday,Weekday,1,1,3.84,Low,Accessories,0
279122,2019-11-20 17:19:00,San Francisco,11,17,Wednesday,Weekday,1,1,11.99,Low,Audio,0
279123,2019-11-01 08:24:00,Dallas,11,8,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279124,2019-11-26 22:43:00,Portland,11,22,Tuesday,Weekday,1,1,700.0,High,Electronics,0
279125,2019-11-09 22:07:00,San Francisco,11,22,Saturday,Weekend,1,1,99.99,Medium,Audio,0
279126,2019-11-14 19:49:00,Atlanta,11,19,Thursday,Weekday,1,1,99.99,Medium,Audio,0
279127,2019-11-02 16:37:00,Dallas,11,16,Saturday,Weekend,1,1,150.0,High,Audio,0
279128,2019-11-01 19:54:00,Atlanta,11,19,Friday,Weekday,1,1,149.99,Medium,Electronics,0
279129,2019-11-25 20:37:00,Dallas,11,20,Monday,Weekday,1,1,11.99,Low,Audio,0
279130,2019-11-30 17:56:00,New York City,11,17,Saturday,Weekend,1,1,11.99,Low,Audio,0
279131,2019-11-02 15:21:00,Los Angeles,11,15,Saturday,Weekend,1,1,300.0,High,Electronics,0
279132,2019-11-08 09:05:00,Boston,11,9,Friday,Weekday,1,1,300.0,High,Electronics,0
279133,2019-11-11 09:23:00,San Francisco,11,9,Monday,Weekday,1,1,150.0,High,Audio,0
279134,2019-11-22 22:27:00,Los Angeles,11,22,Friday,Weekday,2,1,5.98,Low,Accessories,0
279135,2019-11-17 23:10:00,Austin,11,23,Sunday,Weekend,2,1,5.98,Low,Accessories,0
279136,2019-11-03 19:08:00,Atlanta,11,19,Sunday,Weekend,1,1,99.99,Medium,Audio,0
279137,2019-11-22 12:10:00,Los Angeles,11,12,Friday,Weekday,1,1,11.95,Low,Accessories,0
279138,2019-11-28 13:47:00,Seattle,11,13,Thursday,Weekday,1,1,11.95,Low,Accessories,0
279139,2019-11-17 21:48:00,New York City,11,21,Sunday,Weekend,1,1,2.99,Low,Accessories,0
279140,2019-11-27 10:20:00,New York City,11,10,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
279141,2019-11-03 12:10:00,Boston,11,12,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279142,2019-11-13 21:18:00,Los Angeles,11,21,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
279143,2019-11-06 11:43:00,New York City,11,11,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
279144,2019-11-17 18:09:00,San Francisco,11,18,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
279145,2019-11-05 08:13:00,San Francisco,11,8,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
279146,2019-11-02 08:25:00,Seattle,11,8,Saturday,Weekend,1,1,2.99,Low,Accessories,0
279147,2019-11-26 21:20:00,Atlanta,11,21,Tuesday,Weekday,1,1,150.0,High,Audio,0
279148,2019-11-28 15:16:00,Atlanta,11,15,Thursday,Weekday,1,1,11.99,Low,Audio,0
279149,2019-11-27 03:49:00,Dallas,11,3,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
279150,2019-11-11 12:35:00,San Francisco,11,12,Monday,Weekday,1,1,11.99,Low,Audio,0
279151,2019-11-25 08:03:00,Los Angeles,11,8,Monday,Weekday,1,1,11.99,Low,Audio,0
279152,2019-11-08 08:45:00,Austin,11,8,Friday,Weekday,1,1,11.99,Low,Audio,0
279153,2019-11-25 09:52:00,Atlanta,11,9,Monday,Weekday,1,1,11.95,Low,Accessories,0
279154,2019-11-27 21:17:00,Los Angeles,11,21,Wednesday,Weekday,1,1,300.0,High,Electronics,0
279155,2019-11-25 11:35:00,New York City,11,11,Monday,Weekday,2,1,5.98,Low,Accessories,0
279156,2019-11-27 22:26:00,Los Angeles,11,22,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
279157,2019-11-21 21:23:00,Los Angeles,11,21,Thursday,Weekday,1,1,11.95,Low,Accessories,0
279158,2019-11-29 19:06:00,Boston,11,19,Friday,Weekday,1,1,300.0,High,Electronics,0
279159,2019-11-17 20:10:00,New York City,11,20,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279160,2019-11-01 10:37:00,Seattle,11,10,Friday,Weekday,1,1,700.0,High,Electronics,0
279161,2019-11-24 10:34:00,Portland,11,10,Sunday,Weekend,1,1,600.0,High,Electronics,0
279162,2019-11-27 18:22:00,Austin,11,18,Wednesday,Weekday,2,2,714.95,High,"Accessories, Electronics",1
279163,2019-11-29 15:33:00,Boston,11,15,Friday,Weekday,4,1,11.96,Low,Accessories,0
279164,2019-11-12 19:30:00,Atlanta,11,19,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
279165,2019-11-08 14:44:00,Seattle,11,14,Friday,Weekday,2,1,5.98,Low,Accessories,0
279166,2019-11-09 21:14:00,San Francisco,11,21,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
279167,2019-11-15 11:03:00,Los Angeles,11,11,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279168,2019-11-04 13:06:00,Los Angeles,11,13,Monday,Weekday,1,1,11.95,Low,Accessories,0
279169,2019-11-05 11:59:00,New York City,11,11,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
279170,2019-11-15 13:37:00,San Francisco,11,13,Friday,Weekday,1,1,99.99,Medium,Audio,0
279171,2019-11-08 06:04:00,Los Angeles,11,6,Friday,Weekday,2,1,23.9,Medium,Accessories,0
279172,2019-11-02 09:26:00,San Francisco,11,9,Saturday,Weekend,3,1,8.97,Low,Accessories,0
279173,2019-11-07 12:03:00,Dallas,11,12,Thursday,Weekday,1,1,389.99,High,Electronics,0
279174,2019-11-17 20:04:00,New York City,11,20,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279175,2019-11-18 17:09:00,Portland,11,17,Monday,Weekday,2,2,152.99,High,"Accessories, Audio",1
279176,2019-11-07 15:11:00,Seattle,11,15,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
279177,2019-11-22 16:02:00,Portland,11,16,Friday,Weekday,1,1,379.99,High,Electronics,0
279178,2019-11-17 18:46:00,Boston,11,18,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279179,2019-11-05 17:51:00,San Francisco,11,17,Tuesday,Weekday,1,1,109.99,Medium,Electronics,0
279180,2019-11-05 08:50:00,Portland,11,8,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
279181,2019-11-26 21:53:00,Portland,11,21,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279182,2019-11-07 11:51:00,San Francisco,11,11,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
279183,2019-11-05 16:14:00,Seattle,11,16,Tuesday,Weekday,2,1,7.68,Low,Accessories,0
279184,2019-11-05 22:43:00,Los Angeles,11,22,Tuesday,Weekday,1,1,11.99,Low,Audio,0
279185,2019-11-24 09:43:00,Atlanta,11,9,Sunday,Weekend,1,1,99.99,Medium,Audio,0
279186,2019-11-25 21:01:00,Atlanta,11,21,Monday,Weekday,1,1,149.99,Medium,Electronics,0
279187,2019-11-17 08:48:00,Los Angeles,11,8,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279188,2019-11-07 15:20:00,Austin,11,15,Thursday,Weekday,1,1,300.0,High,Electronics,0
279189,2019-11-21 00:30:00,Los Angeles,11,0,Thursday,Weekday,1,1,3.84,Low,Accessories,0
279190,2019-11-19 07:12:00,Los Angeles,11,7,Tuesday,Weekday,1,1,11.99,Low,Audio,0
279191,2019-11-09 13:40:00,Seattle,11,13,Saturday,Weekend,1,1,11.99,Low,Audio,0
279192,2019-11-07 17:26:00,San Francisco,11,17,Thursday,Weekday,4,1,11.96,Low,Accessories,0
279193,2019-11-20 20:06:00,San Francisco,11,20,Wednesday,Weekday,1,1,700.0,High,Electronics,0
279194,2019-11-13 13:04:00,San Francisco,11,13,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
279195,2019-11-04 09:58:00,Boston,11,9,Monday,Weekday,2,1,5.98,Low,Accessories,0
279196,2019-11-24 02:20:00,New York City,11,2,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
279197,2019-11-12 15:47:00,Los Angeles,11,15,Tuesday,Weekday,1,1,149.99,Medium,Electronics,0
279198,2019-11-03 19:45:00,Los Angeles,11,19,Sunday,Weekend,1,1,150.0,High,Audio,0
279199,2019-11-08 08:49:00,Boston,11,8,Friday,Weekday,1,1,150.0,High,Audio,0
279200,2019-11-24 17:26:00,Boston,11,17,Sunday,Weekend,3,1,35.97,Medium,Audio,0
279201,2019-11-15 01:30:00,San Francisco,11,1,Friday,Weekday,1,1,99.99,Medium,Audio,0
279202,2019-11-05 17:53:00,Dallas,11,17,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
279203,2019-11-01 17:10:00,New York City,11,17,Friday,Weekday,1,1,150.0,High,Audio,0
279204,2019-11-16 15:18:00,New York City,11,15,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
279205,2019-11-04 07:19:00,Portland,11,7,Monday,Weekday,1,1,14.95,Medium,Accessories,0
279206,2019-11-09 19:07:00,San Francisco,11,19,Saturday,Weekend,1,1,2.99,Low,Accessories,0
279207,2019-11-23 21:30:00,Seattle,11,21,Saturday,Weekend,1,1,3.84,Low,Accessories,0
279208,2019-11-25 08:23:00,Los Angeles,11,8,Monday,Weekday,1,1,109.99,Medium,Electronics,0
279209,2019-11-10 19:51:00,San Francisco,11,19,Sunday,Weekend,2,1,5.98,Low,Accessories,0
279210,2019-11-23 22:47:00,San Francisco,11,22,Saturday,Weekend,1,1,150.0,High,Audio,0
279211,2019-11-29 14:00:00,San Francisco,11,14,Friday,Weekday,1,1,11.95,Low,Accessories,0
279212,2019-11-12 01:49:00,Seattle,11,1,Tuesday,Weekday,1,1,700.0,High,Electronics,0
279213,2019-11-13 12:47:00,New York City,11,12,Wednesday,Weekday,1,1,11.95,Low,Accessories,0
279214,2019-11-19 09:30:00,San Francisco,11,9,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279215,2019-11-28 13:22:00,Portland,11,13,Thursday,Weekday,1,1,11.95,Low,Accessories,0
279216,2019-11-22 17:18:00,San Francisco,11,17,Friday,Weekday,1,1,109.99,Medium,Electronics,0
279217,2019-11-19 09:33:00,San Francisco,11,9,Tuesday,Weekday,1,1,600.0,High,Electronics,0
279218,2019-11-01 19:20:00,Los Angeles,11,19,Friday,Weekday,1,1,300.0,High,Electronics,0
279219,2019-11-22 23:06:00,Austin,11,23,Friday,Weekday,1,1,389.99,High,Electronics,0
279220,2019-11-20 02:46:00,New York City,11,2,Wednesday,Weekday,1,1,600.0,High,Electronics,0
279221,2019-11-23 09:06:00,Atlanta,11,9,Saturday,Weekend,1,1,3.84,Low,Accessories,0
279222,2019-11-12 11:10:00,Los Angeles,11,11,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
279223,2019-11-05 20:04:00,San Francisco,11,20,Tuesday,Weekday,1,1,2.99,Low,Accessories,0
279224,2019-11-05 09:08:00,Boston,11,9,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
279225,2019-11-06 21:40:00,Atlanta,11,21,Wednesday,Weekday,1,1,11.99,Low,Audio,0
279226,2019-11-12 13:27:00,Los Angeles,11,13,Tuesday,Weekday,1,1,109.99,Medium,Electronics,0
279227,2019-11-02 14:33:00,Portland,11,14,Saturday,Weekend,1,1,150.0,High,Audio,0
279228,2019-11-04 12:24:00,San Francisco,11,12,Monday,Weekday,1,1,11.99,Low,Audio,0
279229,2019-11-12 10:07:00,San Francisco,11,10,Tuesday,Weekday,1,1,1700.0,High,Electronics,0
279230,2019-11-04 23:35:00,Los Angeles,11,23,Monday,Weekday,1,1,14.95,Medium,Accessories,0
279231,2019-11-08 15:17:00,Los Angeles,11,15,Friday,Weekday,1,1,3.84,Low,Accessories,0
279232,2019-11-02 20:21:00,Dallas,11,20,Saturday,Weekend,1,1,14.95,Medium,Accessories,0
279233,2019-11-23 20:32:00,Boston,11,20,Saturday,Weekend,2,1,23.9,Medium,Accessories,0
279234,2019-11-19 12:26:00,Austin,11,12,Tuesday,Weekday,1,1,99.99,Medium,Audio,0
279235,2019-11-16 12:27:00,Portland,11,12,Saturday,Weekend,1,1,149.99,Medium,Electronics,0
279236,2019-11-10 19:19:00,New York City,11,19,Sunday,Weekend,1,1,600.0,High,Electronics,0
279237,2019-11-17 15:49:00,Boston,11,15,Sunday,Weekend,1,1,11.99,Low,Audio,0
279238,2019-11-27 13:55:00,Boston,11,13,Wednesday,Weekday,1,1,3.84,Low,Accessories,0
279239,2019-11-03 10:59:00,Atlanta,11,10,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
279240,2019-11-09 16:18:00,San Francisco,11,16,Saturday,Weekend,1,1,150.0,High,Audio,0
279241,2019-11-19 18:18:00,Portland,11,18,Tuesday,Weekday,1,1,11.99,Low,Audio,0
279242,2019-11-25 16:49:00,Los Angeles,11,16,Monday,Weekday,1,1,11.95,Low,Accessories,0
279243,2019-11-08 14:17:00,Los Angeles,11,14,Friday,Weekday,1,1,149.99,Medium,Electronics,0
279244,2019-11-18 12:12:00,Atlanta,11,12,Monday,Weekday,1,1,14.95,Medium,Accessories,0
279245,2019-11-01 11:25:00,San Francisco,11,11,Friday,Weekday,1,1,2.99,Low,Accessories,0
279246,2019-11-10 20:41:00,Portland,11,20,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279247,2019-11-23 17:40:00,Boston,11,17,Saturday,Weekend,1,1,99.99,Medium,Audio,0
279248,2019-11-06 09:11:00,San Francisco,11,9,Wednesday,Weekday,1,1,600.0,High,Electronics,0
279249,2019-11-23 21:09:00,Austin,11,21,Saturday,Weekend,1,1,300.0,High,Electronics,0
279250,2019-11-05 10:54:00,San Francisco,11,10,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279251,2019-11-04 14:49:00,Seattle,11,14,Monday,Weekday,1,1,14.95,Medium,Accessories,0
279252,2019-11-05 12:38:00,Atlanta,11,12,Tuesday,Weekday,1,1,11.99,Low,Audio,0
279253,2019-11-24 19:45:00,Los Angeles,11,19,Sunday,Weekend,1,1,389.99,High,Electronics,0
279254,2019-11-29 07:47:00,San Francisco,11,7,Friday,Weekday,1,1,3.84,Low,Accessories,0
279255,2019-11-17 21:53:00,Portland,11,21,Sunday,Weekend,1,1,600.0,High,Electronics,0
279256,2019-11-11 00:01:00,Atlanta,11,0,Monday,Weekday,1,1,150.0,High,Audio,0
279257,2019-11-17 08:24:00,Portland,11,8,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
279258,2019-11-25 12:31:00,Los Angeles,11,12,Monday,Weekday,3,3,861.99,High,"Audio, Electronics",1
279259,2019-11-14 20:56:00,San Francisco,11,20,Thursday,Weekday,1,1,149.99,Medium,Electronics,0
279260,2019-11-19 20:04:00,Los Angeles,11,20,Tuesday,Weekday,1,1,600.0,High,Home Appliances,0
279261,2019-11-17 11:13:00,San Francisco,11,11,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279262,2019-11-08 17:48:00,Dallas,11,17,Friday,Weekday,2,1,7.68,Low,Accessories,0
279263,2019-11-29 19:08:00,Los Angeles,11,19,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279264,2019-11-27 07:07:00,Boston,11,7,Wednesday,Weekday,1,1,99.99,Medium,Audio,0
279265,2019-11-23 19:54:00,Boston,11,19,Saturday,Weekend,1,1,3.84,Low,Accessories,0
279266,2019-11-21 13:58:00,New York City,11,13,Thursday,Weekday,1,1,11.99,Low,Audio,0
279267,2019-11-17 18:12:00,Los Angeles,11,18,Sunday,Weekend,1,1,2.99,Low,Accessories,0
279268,2019-11-18 19:29:00,Dallas,11,19,Monday,Weekday,1,1,3.84,Low,Accessories,0
279269,2019-11-15 13:25:00,Atlanta,11,13,Friday,Weekday,1,1,14.95,Medium,Accessories,0
279270,2019-11-20 12:57:00,Atlanta,11,12,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
279271,2019-11-28 21:44:00,Los Angeles,11,21,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
279272,2019-11-21 21:15:00,Los Angeles,11,21,Thursday,Weekday,1,1,109.99,Medium,Electronics,0
279273,2019-11-24 17:53:00,Portland,11,17,Sunday,Weekend,1,1,99.99,Medium,Audio,0
279274,2019-11-27 17:15:00,Dallas,11,17,Wednesday,Weekday,2,2,15.83,Medium,"Accessories, Audio",1
279275,2019-11-03 00:00:00,Los Angeles,11,0,Sunday,Weekend,1,1,99.99,Medium,Audio,0
279276,2019-11-19 21:02:00,Boston,11,21,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279277,2019-11-29 20:55:00,New York City,11,20,Friday,Weekday,1,1,600.0,High,Electronics,0
279278,2019-11-28 20:57:00,Austin,11,20,Thursday,Weekday,1,1,14.95,Medium,Accessories,0
279279,2019-11-08 16:58:00,Austin,11,16,Friday,Weekday,1,1,2.99,Low,Accessories,0
279280,2019-11-03 22:43:00,San Francisco,11,22,Sunday,Weekend,1,1,389.99,High,Electronics,0
279281,2019-11-20 11:14:00,Los Angeles,11,11,Wednesday,Weekday,1,1,379.99,High,Electronics,0
279282,2019-11-21 21:03:00,San Francisco,11,21,Thursday,Weekday,1,1,600.0,High,Electronics,0
279283,2019-11-13 19:53:00,Los Angeles,11,19,Wednesday,Weekday,1,1,14.95,Medium,Accessories,0
279284,2019-11-28 17:54:00,Austin,11,17,Thursday,Weekday,1,1,150.0,High,Audio,0
279285,2019-11-23 21:19:00,New York City,11,21,Saturday,Weekend,2,1,7.68,Low,Accessories,0
279286,2019-11-19 17:52:00,New York City,11,17,Tuesday,Weekday,1,1,14.95,Medium,Accessories,0
279287,2019-11-03 02:45:00,Atlanta,11,2,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279288,2019-11-24 14:25:00,Atlanta,11,14,Sunday,Weekend,2,2,391.98,High,"Audio, Electronics",1
279289,2019-11-03 22:13:00,New York City,11,22,Sunday,Weekend,1,1,11.95,Low,Accessories,0
279290,2019-11-24 11:26:00,Austin,11,11,Sunday,Weekend,1,1,3.84,Low,Accessories,0
279291,2019-11-03 12:47:00,San Francisco,11,12,Sunday,Weekend,1,1,300.0,High,Electronics,0
279292,2019-11-04 22:12:00,San Francisco,11,22,Monday,Weekday,3,1,11.52,Low,Accessories,0
279293,2019-11-20 11:43:00,New York City,11,11,Wednesday,Weekday,2,1,29.9,Medium,Accessories,0
279294,2019-11-21 14:40:00,San Francisco,11,14,Thursday,Weekday,1,1,11.95,Low,Accessories,0
279295,2019-11-23 03:06:00,Seattle,11,3,Saturday,Weekend,1,1,2.99,Low,Accessories,0
279296,2019-11-09 08:45:00,San Francisco,11,8,Saturday,Weekend,2,1,5.98,Low,Accessories,0
279297,2019-11-03 15:44:00,San Francisco,11,15,Sunday,Weekend,3,1,8.97,Low,Accessories,0
279298,2019-11-29 17:06:00,Los Angeles,11,17,Friday,Weekday,2,1,7.68,Low,Accessories,0
279299,2019-11-10 22:07:00,Austin,11,22,Sunday,Weekend,1,1,14.95,Medium,Accessories,0
279300,2019-11-12 20:53:00,Boston,11,20,Tuesday,Weekday,1,1,3.84,Low,Accessories,0
279301,2019-11-28 20:15:00,New York City,11,20,Thursday,Weekday,1,1,150.0,High,Audio,0
279302,2019-11-11 15:02:00,New York City,11,15,Monday,Weekday,1,1,1700.0,High,Electronics,0
279303,2019-11-21 22:47:00,Atlanta,11,22,Thursday,Weekday,1,1,3.84,Low,Accessories,0
279304,2019-11-20 16:58:00,Dallas,11,16,Wednesday,Weekday,1,1,2.99,Low,Accessories,0
279305,2019-11-10 19:18:00,New York City,11,19,Sunday,Weekend,1,1,150.0,High,Audio,0
279306,2019-11-24 18:44:00,San Francisco,11,18,Sunday,Weekend,1,1,109.99,Medium,Electronics,0
279307,2019-11-29 11:49:00,Seattle,11,11,Friday,Weekday,1,1,2.99,Low,Accessories,0
279308,2019-11-01 13:51:00,Portland,11,13,Friday,Weekday,1,1,149.99,Medium,Electronics,0
279309,2019-11-12 15:24:00,San Francisco,11,15,Tuesday,Weekday,1,1,11.95,Low,Accessories,0
279310,2019-11-02 18:19:00,New York City,11,18,Saturday,Weekend,1,1,999.99,High,Electronics,0
279311,2019-11-03 17:53:00,San Francisco,11,17,Sunday,Weekend,1,1,11.99,Low,Audio,0
279312,2019-11-17 11:46:00,Seattle,11,11,Sunday,Weekend,1,1,389.99,High,Electronics,0
279313,2019-11-11 19:04:00,New York City,11,19,Monday,Weekday,1,1,11.95,Low,Accessories,0
279314,2019-11-09 20:07:00,Atlanta,11,20,Saturday,Weekend,1,1,1700.0,High,Electronics,0
279315,2019-11-02 10:06:00,San Francisco,11,10,Saturday,Weekend,1,1,3.84,Low,Accessories,0
279316,2019-11-21 10:56:00,San Francisco,11,10,Thursday,Weekday,2,2,411.99,High,"Audio, Electronics",1
